Event,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,TimeControl,Termination,AN
 Classical ,lizzo81,MRChessz,1-0,1851,1686,7.0,-6.0,B00,300+5,Normal,1. e4 b6 2. Nf3 Bb7 3. Nc3 e6 4. d4 Bb4 5. Bd2 Bxc3 6. Bxc3 Bxe4 7. d5 Bxd5 8. Bxg7 f6 9. Bxh8 d6 10. c4 Bb7 11. Nd4 Qe7 12. Qh5+ Qf7 13. Qxf7+ Kxf7 14. O-O-O Nh6 15. Bd3 Nd7 16. Bxh7 Rxh8 17. Bc2 Rg8 18. Rhe1 e5 19. Bb3 Rxg2 20. c5+ Ke7 21. c6 Bc8 22. cxd7 Bxd7 23. Nc2 Rxf2 24. Rg1 Rxh2 25. Rg7+ Kd8 26. Rh7 Bf5 27. Rh8+ Ke7 28. Ne3 Bd7 29. Nd5+ Ke6 30. Nxb6+ Ke7 31. Rh7+ Kd8 32. Nxd7 1-0
 Classical ,cbnard,MattKonye,1-0,1831,1197,1.0,-1.0,A45,600+0,Normal,1. d4 Nf6 2. Nc3 g6 3. e4 d5 4. e5 Nfd7 5. Nf3 c5 6. Be3 Bg7 7. Bb5 O-O 8. Bd3 Nc6 9. Bb5 Nxd4 10. Nxd4 cxd4 11. Bxd4 Nxe5 12. O-O Qa5 13. Be2 Qb4 14. Rb1 Bf5 15. a3 Qa5 16. Re1 1-0
 Classical ,mruknowwho,QueenC,1-0,1890,1270,0.0,-1.0,B54,1800+0,Normal,1. e4 c5 2. Nf3 d6 3. d4 Na6 4. Bxa6 bxa6 5. dxc5 e5 6. O-O Nf6 7. Bg5 Be7 8. Bxf6 Bxf6 9. cxd6 O-O 10. c4 Bd7 11. Nc3 Rc8 12. Qd3 g5 13. Nd5 Bg7 14. Ne7+ Kh8 15. Nxc8 Bxc8 16. c5 f5 17. Rfd1 Bd7 18. Rac1 fxe4 19. Qxe4 Qe8 20. c6 g4 21. cxd7 Qxd7 22. Rc7 Qf5 23. Qxf5 Rxf5 24. Rc8+ Bf8 25. d7 gxf3 26. d8=Q fxg2 27. Rd7 Kg8 28. Qh4 h5 29. Qg3+ Kh8 30. Rxf8+ Rxf8 31. Qg7# 1-0
 Classical ,davidb218,Deymon,1-0,1845,1651,6.0,-6.0,A02,360+3,Normal,1. f4 e6 2. g3 d5 3. Bg2 Nc6 4. Nf3 h6 5. d4 Bb4+ 6. c3 Ba5 7. a4 a6 8. b4 Bb6 9. a5 Ba7 10. O-O Nf6 11. Qa4 Bd7 12. Qc2 b6 13. axb6 Bxb6 14. Qd3 a5 15. b5 Ne7 16. Ne5 c6 17. bxc6 Nxc6 18. e3 Nxe5 19. fxe5 Nh7 20. e4 dxe4 21. Bxe4 Ng5 22. Bxa8 Qxa8 23. Bxg5 hxg5 24. Qf3 Qxf3 25. Rxf3 Bc6 26. Rf2 O-O 27. Na3 Ra8 28. Nc4 Bc7 29. Rfa2 Bd5 30. Ra4 Bxc4 31. Rxc4 Bd8 32. Raa4 Rb8 33. Kg2 Rb2+ 34. Kg1 Bb6 35. Rc6 g6 36. Rc8+ Kg7 37. Rc6 g4 38. Rd6 Rb3 39. c4 Rb4 40. Rxb4 axb4 41. Rxb6 b3 42. Rxb3 1-0
 Classical ,jethrotool56,sp24zeem,1-0,2319,1649,1.0,0.0,D10,480+0,Normal,1. d4 d5 2. c4 c6 3. Nc3 Qa5 4. Nf3 Nd7 5. cxd5 cxd5 6. Bd2 Qb6 7. Nxd5 Qd6 8. Nc3 e6 9. e4 e5 10. Nb5 Qg6 11. Nc7+ Kd8 12. Nxa8 Qxe4+ 13. Qe2 Qc2 14. Ba5+ b6 15. Qxc2 bxa5 16. Qc7+ Ke7 17. Qxc8 Ngf6 18. dxe5 Ne8 19. Bb5 g6 20. Qxd7# 1-0
 Classical ,Kamran447,MONOMANE,0-1,1896,1635,-18.0,20.0,B20,600+0,Normal,1. e4 c5 2. Bc4 Nf6 3. d3 e6 4. a3 Nc6 5. Nc3 Bd6 6. Bg5 O-O 7. Nf3 h6 8. Bh4 Ne5 9. Bg3 Qc7 10. O-O Nxc4 11. dxc4 Bxg3 12. fxg3 Ng4 13. Qe2 f5 14. Nd1 fxe4 15. Qxe4 Nf6 16. Qg6 b6 17. Ne3 Bb7 18. g4 Be4 19. Qxe4 Nxe4 20. g5 Qf4 21. Rae1 Nxg5 22. Nxg5 Qxg5 23. Rxf8+ Rxf8 24. b4 Qh4 25. g3 Qd4 26. bxc5 Rf3 27. cxb6 axb6 28. Kg2 Rxe3 29. Rxe3 Qxe3 30. a4 d6 31. g4 e5 32. h3 Qe2+ 33. Kg3 Qxc4 34. Kh4 e4 35. g5 e3+ 36. Kh5 hxg5 37. Kxg5 e2 38. a5 bxa5 39. h4 e1=Q 40. h5 Qe3+ 41. Kf5 Qce6# 0-1
 Classical ,borismesa,Alex_Jikai,1-0,1849,1622,5.0,-5.0,A46,600+0,Time forfeit,1. d4 d6 2. Nf3 Nf6 3. Bf4 Nc6 4. e3 h6 5. Bd3 g5 6. Bg3 g4 7. Nfd2 e5 8. dxe5 Nxe5 9. Be2 Bg7 10. c4 b6 11. f3 gxf3 12. Nxf3 Nfg4 13. h3 Nxe3 14. Qd2 Nxg2+ 15. Kf2 Bb7 16. Kxg2 Qf6 17. Rf1 O-O-O 18. Nc3 h5 19. Bh4 Qg6+ 20. Kh2 Nxf3+ 21. Bxf3 Be5+ 22. Kh1 Bxf3+ 23. Rxf3 Rde8 24. Nd5 c6 25. Ne7+ Rxe7 26. Bxe7 h4 27. Bxd6 Bxd6 28. Rd1 Rd8 29. Qd4 c5 30. Qg4+ Kb7 31. Qxg6 fxg6 32. Rf6 1-0
 Classical ,apeso,monaco712,1-0,1840,1606,5.0,-4.0,D02,480+0,Normal,1. Nf3 d5 2. d4 e6 3. a3 Nf6 4. Nc3 Nc6 5. Bf4 a6 6. e3 h6 7. Bd3 Bd6 8. Bg3 Bxg3 9. fxg3 Bd7 10. O-O O-O 11. Nh4 Re8 12. Ne2 Ng4 13. Rf3 e5 14. Bf5 e4 15. Bxd7 Qxd7 16. Rf2 Nxe3 17. Qd2 Ng4 18. Rff1 Rf8 19. h3 Nf6 20. Rxf6 Ne7 21. Rff1 f6 22. Qe3 Rf7 23. g4 Kf8 24. Nc3 g5 25. Nf5 Nxf5 26. Rxf5 Ke7 27. Rxd5 Qc6 28. Qxe4+ Kf8 29. Rd1 Re8 30. Qd3 Kg7 31. Rf5 Kg6 32. Rc5+ Kg7 33. Rxc6 b6 34. d5 Rd7 35. Qf5 Rde7 36. Qxf6+ Kg8 37. Qxh6 Rg7 38. Rf1 Ree7 39. Rg6 Rxg6 40. Qxg6+ Kh8 41. Rf8# 1-0
 Classical ,saganjal,Brantmeira,1-0,1820,1362,3.0,-11.0,A40,900+10,Normal,1. d4 { [%eval 0.18] } 1... a6 { [%eval 0.5] } 2. b3?! { [%eval -0.04] } 2... b6?! { [%eval 0.52] } 3. Bb2 { [%eval 0.17] } 3... Nc6?! { [%eval 0.8] } 4. e3 { [%eval 0.48] } 4... Nxd4? { [%eval 2.87] } 5. Bxd4 { [%eval 2.65] } 5... Nh6 { [%eval 2.9] } 6. Nf3 { [%eval 2.87] } 6... a5 { [%eval 2.97] } 7. a3 { [%eval 2.85] } 7... g6?? { [%eval 7.2] } 8. Bxh8 { [%eval 6.0] } 8... Ng8? { [%eval 8.98] } 9. Bb2? { [%eval 7.9] } 9... Rb8 { [%eval 8.37] } 10. Bd3 { [%eval 8.17] } 10... Bh6 { [%eval 8.6] } 11. O-O { [%eval 8.33] } 11... Bf8? { [%eval 9.36] } 12. Re1 { [%eval 8.91] } 12... Nf6 { [%eval 9.24] } 13. e4 { [%eval 9.08] } 13... Nxe4?! { [%eval 13.98] } 14. Bxe4 { [%eval 13.69] } 14... e6 { [%eval 13.69] } 15. Nbd2 { [%eval 11.73] } 15... Bxa3 { [%eval 16.74] } 16. Bxa3 { [%eval 16.28] } 16... d6 { [%eval 17.75] } 17. Bb2 { [%eval 15.93] } 17... Qh4 { [%eval 29.45] } 18. Nxh4 { [%eval 28.93] } 18... h5 { [%eval 31.7] } 19. Bd3 { [%eval 30.25] } 19... g5 { [%eval 40.65] } 20. Nhf3 { [%eval 28.84] } 20... h4?! { [%eval #9] } 21. Nxg5 { [%eval #11] } 21... Bd7 { [%eval #6] } 22. Nde4 { [%eval #9] } 22... Ba4 { [%eval #7] } 23. Rxa4 { [%eval #6] } 23... Rb7 { [%eval #5] } 24. Nf6+?! { [%eval #5] } 24... Kd8 { [%eval #5] } 25. Nxf7+?! { [%eval #6] } 25... Kc8 { [%eval #6] } 26. Qh5 { [%eval #5] } 26... Rb8 { [%eval #2] } 27. Ba6+ { [%eval #1] } 27... Rb7 { [%eval #1] } 28. Qh8# 1-0
 Classical ,Supply_Equals_Demand,Gheec-o,1-0,2035,1517,3.0,-1.0,C60,300+5,Normal,1. e4 { [%eval 0.18] } 1... e5 { [%eval 0.27] } 2. Nf3 { [%eval 0.2] } 2... Nc6 { [%eval 0.31] } 3. Bb5 { [%eval 0.4] } 3... Qf6 { [%eval 0.66] } 4. Nc3 { [%eval 0.63] } 4... a6 { [%eval 0.81] } 5. Nd5 { [%eval 0.74] } 5... Qd6 { [%eval 0.67] } 6. Ba4 { [%eval 0.6] } 6... Nf6 { [%eval 0.48] } 7. d3?! { [%eval -0.09] } 7... Qb4+?? { [%eval 7.79] } 8. Nc3?? { [%eval 0.96] } 8... Nd4?! { [%eval 1.51] } 9. Nxe5 { [%eval 1.6] } 9... Qe7?! { [%eval 2.21] } 10. Nf3 { [%eval 2.13] } 10... Nxf3+ { [%eval 2.01] } 11. Qxf3 { [%eval 2.02] } 11... Qd6?! { [%eval 2.62] } 12. O-O { [%eval 2.52] } 12... Qe5?! { [%eval 3.02] } 13. Bf4 { [%eval 3.04] } 13... Qc5? { [%eval 5.2] } 14. e5 { [%eval 5.84] } 14... Ng8 { [%eval 5.5] } 15. Bb3 { [%eval 5.63] } 15... Nh6?? { [%eval 9.72] } 16. Bxf7+?? { [%eval 1.39] } 16... Nxf7 { [%eval 1.19] } 17. Rad1? { [%eval -0.22] } 17... Nxe5?? { [%eval 5.02] } 18. Rfe1 { [%eval 5.06] } 18... d6 { [%eval 5.13] } 19. d4 { [%eval 4.63] } 19... Qb6?? { [%eval 10.07] } 20. dxe5 { [%eval 9.16] } 20... Kd8? { [%eval #14] } 21. exd6?! { [%eval 14.93] } 21... Bxd6?! { [%eval #4] } 22. Bxd6?! { [%eval 15.45] } 22... Bd7 { [%eval 21.0] } 23. Be7+ { [%eval 12.07] } 23... Kc8 { [%eval 11.27] } 24. Qd5? { [%eval 8.93] } 24... Qc6 { [%eval 8.77] } 25. Qxc6?? { [%eval 5.1] } 25... Bxc6 { [%eval 5.01] } 26. Rd2?! { [%eval 4.25] } 26... Bd7?? { [%eval 10.77] } 27. Red1 { [%eval 10.67] } 27... Bg4?! { [%eval #2] } 28. Rd8+ { [%eval #1] } 28... Rxd8 { [%eval #1] } 29. Rxd8# 1-0
 Classical ,Jinzo7,coachlugo,1-0,1849,1393,1.0,-3.0,B00,480+0,Normal,1. e4 Nc6 2. d4 e6 3. Nf3 Be7 4. e5 d6 5. Bd3 a6 6. O-O b5 7. a4 b4 8. c3 d5 9. Bf4 Na5 10. cxb4 Nb3 11. Qxb3 Rb8 12. b5 a5 13. Nbd2 Bb4 14. Rac1 Ne7 15. Bg5 O-O 16. Bxh7+ Kxh7 17. Bf6 gxf6 18. exf6 Nf5 19. Ng5+ Kg8 20. Qh3 Qxf6 21. Qh7# 1-0
 Classical ,al10,Questor,1-0,1840,1671,6.0,-6.0,C00,840+0,Normal,1. e4 e6 2. Nf3 c6 3. Nc3 a6 4. d4 d6 5. Be2 g6 6. O-O Bg7 7. d5 cxd5 8. exd5 e5 9. Ne4 Nf6 10. Nxf6+ Bxf6 11. c4 b6 12. Qa4+ Bd7 13. Qb4 Qc7 14. Bg5 a5 15. Qb3 Bxg5 16. Nxg5 Na6 17. Qf3 Rf8 18. Nxh7 Rh8 19. Nf6+ Kd8 20. Ng4 Kc8 21. Qxf7 Kb7 22. Qxg6 Rag8 23. Qe4 Nc5 24. Qf3 Bxg4 25. Qe3 Bh3 26. g3 Bxf1 27. Bxf1 Na6 28. a3 Nc5 29. b4 axb4 30. axb4 Nd7 31. Qb3 Ra8 32. Rc1 Rhf8 33. c5 b5 34. c6+ Kb6 35. Qe3+ Nc5 36. bxc5+ dxc5 37. Qxc5+ Ka6 38. Qxb5+ Ka7 39. Ra1+ 1-0
 Classical ,benj1956,laloflots,0-1,1888,1692,-16.0,18.0,C55,600+0,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Na5 5. Bb5 c6 6. Ba4 b5 7. Bb3 Nxb3 8. cxb3 Be7 9. Nxe5 d5 10. Nxc6 Qd6 11. Nxe7 Qxe7 12. O-O dxe4 13. dxe4 Bb7 14. Bg5 O-O 15. Re1 Qe5 16. Bxf6 Qxf6 17. Nc3 Rad8 18. Qe2 b4 19. Nb5 a6 20. e5 Qg6 21. g3 axb5 22. f4 Qd3 23. Qxd3 Rxd3 24. e6 fxe6 25. Rad1 Rxd1 26. Rxd1 Bd5 27. Rd4 Ra8 28. a4 bxa4 29. bxa4 Rxa4 30. f5 Ra1+ 31. Kf2 Ra2 32. fxe6 Rxb2+ 33. Ke3 Bxe6 34. Rd6 Kf7 35. h4 Rb3+ 36. Kd2 Rxg3 37. Rb6 b3 38. Kc1 Rg1+ 39. Kb2 Rg2+ 40. Kc3 Rc2+ 41. Kd3 Bf5+ 42. Kd4 b2 43. Rb7+ Kg6 44. Rb6+ Kh5 45. Ke3 b1=Q 46. Rxb1 Rc3+ 47. Kd2 Rc2+ 48. Ke3 Re2+ 49. Kf3 Bxb1 50. Kxe2 Kxh4 51. Kf2 g5 52. Kf3 Kh3 53. Kf2 Kh2 54. Kf3 h6 55. Kg4 Bg6 56. Kf3 h5 57. Kf2 g4 58. Kf1 g3 59. Ke2 g2 60. Kf3 g1=Q 61. Kf4 Qg4+ 62. Ke3 Kg2 63. Kd2 Kf2 64. Kc1 Ke2 65. Kb2 Kd2 66. Ka1 Kc2 67. Ka2 Qa4# 0-1
 Classical ,fakerofchess69,bembeng08,1/2-1/2,1859,1677,-5.0,5.0,B00,480+0,Normal,1. e4 b6 2. d4 Bb7 3. d5 c6 4. Nc3 cxd5 5. Nxd5 Bxd5 6. Qxd5 Nc6 7. Bb5 e6 8. Qd3 a6 9. Bxc6 dxc6 10. Qxd8+ Rxd8 11. Be3 c5 12. Nf3 g6 13. O-O Bg7 14. c3 Nf6 15. Bg5 h6 16. Bf4 Nxe4 17. Rad1 O-O 18. Bc7 Rc8 19. Bxb6 c4 20. Rfe1 Nf6 21. Bd4 Nh5 22. g4 Nf4 23. Re4 g5 24. h4 Rfe8 25. hxg5 hxg5 26. Nxg5 Ng6 27. Bxg7 Kxg7 28. Rd7 Re7 29. Rdd4 e5 30. Rxc4 Rxc4 31. Rxc4 Rd7 32. b4 Rd2 33. a4 Rd3 34. Rc6 Ne7 35. Rxa6 Rxc3 36. b5 Nd5 37. Rd6 Nb4 38. b6 Rc8 39. b7 Rb8 40. Rb6 Nd5 41. Rb5 Nc7 42. Rb2 Na6 43. a5 Nc5 44. a6 Nxa6 45. Kg2 Nc5 46. Kg3 Rxb7 47. Rxb7 Nxb7 48. Kf3 Nd6 49. Ke3 Kf6 50. Ne4+ Nxe4 51. Kxe4 Kg5 52. f3 f6 53. Ke3 f5 54. gxf5 Kxf5 55. Kf2 Kf4 56. Ke2 e4 57. fxe4 Kxe4 1/2-1/2
 Classical ,leandrothegreat,Raztaz,0-1,1845,1660,-16.0,46.0,B01,600+0,Normal,1. e4 d5 2. e5 c5 3. Nf3 Nc6 4. d3 e6 5. c3 Qc7 6. Qe2 Be7 7. d4 Bd7 8. g3 O-O-O 9. Bg2 h5 10. h4 Nh6 11. Bxh6 Rxh6 12. Ng5 Rf8 13. Nd2 f6 14. exf6 Rhxf6 15. f4 Kb8 16. Nh7 cxd4 17. Nxf8 Rxf8 18. cxd4 Nxd4 19. Qd3 Nc2+ 20. Kf2 Nxa1 21. Rxa1 Qb6+ 22. Qe3 Bc5 23. Qxc5 Qxc5+ 24. Kf1 e5 25. Nb3 Qc4+ 26. Kg1 exf4 27. gxf4 Rxf4 28. Nd2 Qd4+ 29. Kh1 Rxh4+ 0-1
 Classical ,lizzo81,psschn,1-0,1864,1655,6.0,-5.0,C00,300+5,Normal,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. Qe2+ Qe7 5. Qxe7+ Bxe7 6. Nc3 Nf6 7. d4 O-O 8. Bg5 Bb4 9. Bxf6 Re8+ 10. Be5 f6 11. O-O-O fxe5 12. Nxd5 Bd6 13. c4 exd4 14. c5 Be5 15. Nxe5 Rxe5 16. Nxc7 Rxc5+ 17. Kb1 Rxc7 18. Rxd4 Bf5+ 19. Bd3 Bxd3+ 20. Rxd3 Nc6 21. Rhd1 Rf8 22. f3 Nb4 23. Rd7 Rxd7 24. Rxd7 Re8 25. b3 Re2 26. Rd8+ Kf7 27. Rd7+ Kg6 28. Rxb7 Rxg2 29. Rxb4 Rxh2 30. Rb7 Rh1+ 31. Kb2 Rh2+ 32. Ka3 h5 33. Rxa7 h4 34. Ra8 Rf2 35. Rh8 Kg5 36. b4 Rxf3+ 37. Ka4 h3 38. b5 Kg4 39. b6 Rf4+ 40. Ka5 Rf5+ 41. Kb4 Rf4+ 42. Kc5 Rf5+ 43. Kd6 Rf6+ 44. Kc7 Rf7+ 45. Kc8 Kg3 46. b7 Rxb7 47. Kxb7 Kg2 48. a4 h2 49. a5 h1=Q 50. Rxh1 Kxh1 51. a6 1-0
 Classical ,Almaz1981,TM10,1-0,1865,1559,3.0,-3.0,C55,900+0,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. d4 d6 5. d5 Na5 6. Be2 Nf6 7. Nc3 Be7 8. h3 O-O 9. O-O Bd7 10. b4 Nc6 11. dxc6 Bxc6 12. Nd5 Nxe4 13. Bc4 a6 14. Re1 Nf6 15. Nxf6+ Bxf6 16. Rb1 Qd7 17. Bd5 Rfe8 18. Bxc6 Qxc6 19. Be3 e4 20. Nd4 Qc4 21. Nf5 Qxa2 22. Qg4 Bg5 23. Bxg5 hxg5 24. Qxg5 g6 25. Nh6+ Kg7 26. Ng4 Qxc2 27. Qh6+ Kg8 28. Nf6# 1-0
 Classical ,vaniavindy,vasicek,1-0,1946,1545,7.0,-2.0,D00,720+0,Normal,1. d4 d5 2. Bf4 e6 3. e3 Nf6 4. c4 c5 5. dxc5 Bxc5 6. Nc3 Nc6 7. cxd5 exd5 8. Nf3 O-O 9. Be2 Be6 10. O-O d4 11. exd4 Nxd4 12. Nxd4 Bxd4 13. Bf3 Bxc3 14. bxc3 Qxd1 15. Rfxd1 Rac8 16. Bxb7 Rxc3 17. Bd6 Rd8 18. Be5 Rxd1+ 19. Rxd1 Nd7 20. Bxc3 g6 21. Bc8 1-0
 Classical ,Glay,necke,1-0,1801,1699,8.0,-8.0,A21,300+8,Time forfeit,1. c4 e5 2. Nc3 Bc5 3. d3 Bxf2+ 4. Kxf2 c6 5. Nf3 Nf6 6. g3 d5 7. cxd5 h6 8. Nxe5 O-O 9. Bg2 a6 10. Rf1 a5 11. dxc6 Qd4+ 12. Be3 Qxe5 13. cxb7 Ng4+ 14. Kg1 Qxe3+ 15. Kh1 Bxb7 16. Bxb7 Ra7 17. Bg2 Nf2+ 18. Rxf2 Qxf2 19. Ne4 Qe3 20. Qc2 Nd7 21. Bf3 Nf6 22. Nxf6+ gxf6 23. Rg1 Kh8 24. Qc6 Qg5 25. Qb6 Raa8 26. Bxa8 Rxa8 27. Qb7 Rg8 28. Qxf7 f5 29. e4 fxe4 30. dxe4 Qe3 31. Qh5 Qxe4+ 32. Rg2 1-0
 Classical ,kaisaw,Dishil,1-0,1939,1660,5.0,-4.0,C00,600+10,Normal,1. e4 e6 2. a3 c5 3. Bc4 Nc6 4. Nc3 Nf6 5. d3 d5 6. exd5 exd5 7. Ba2 b6 8. h3 Bb7 9. Nf3 h6 10. O-O Bd6 11. Bxd5 Nxd5 12. Nxd5 Ne5 13. Ne3 Nxf3+ 14. gxf3 Qg5+ 15. Ng2 O-O 16. Bxg5 hxg5 17. Ne3 f5 18. Kh1 Rae8 19. Rg1 g4 20. hxg4 fxg4 21. Nxg4 Bxf3+ 22. Qxf3 Rxf3 23. Kg2 Ref8 24. Rae1 R3f5 25. Kf1 Bh2 26. Nh6+ Kh8 27. Nxf5 Bxg1 28. Kxg1 Rxf5 29. Re7 a5 30. Re6 b5 31. Rb6 c4 32. dxc4 bxc4 33. Kf1 Rc5 34. c3 Kh7 35. Rd6 g6 36. Ke2 Rb5 37. Rd2 Kh6 38. Ke3 g5 39. Kd4 Rf5 40. Kxc4 Kh5 41. Kd3 g4 42. Ke2 Kh4 43. Rd3 Re5+ 44. Kf1 Rb5 45. b4 axb4 46. axb4 Rb6 47. Kg2 Re6 48. b5 Re5 49. c4 Re4 50. Rc3 Kg5 51. c5 Rb4 52. b6 Rb5 53. c6 Rxb6 54. c7 1-0
 Classical ,mvzoviedo,MONOMANE,1-0,1903,1650,4.0,-5.0,B52,600+0,Normal,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. d3 g6 8. Bg5 h6 9. Bxf6 exf6 10. Re1 O-O-O 11. Qa4 g5 12. b4 g4 13. Nfd2 Ne5 14. Qxa7 Nxd3 15. Re3 Nf4 16. Nc4 Qb5 17. Nb6+ Kc7 18. Na8+ Kd7 19. Na3 Qa6 20. Qxa6 bxa6 21. Nb6+ Kc7 22. bxc5 dxc5 23. Nac4 Rd3 24. Rxd3 Nxd3 25. Rd1 Ne5 26. Rd5 Bd6 27. Nxd6 Kxb6 28. Nf5 Kc6 29. Rd6+ Kb5 30. Rxf6 Kc4 31. Nxh6 Rd8 32. Kf1 Kxc3 33. Rxa6 c4 34. Nf5 Kd3 35. Ra3+ c3 36. Ne3 Kd2 37. Rb3 Rc8 38. f4 c2 39. Nxc2 Rxc2 40. fxe5 Rxa2 41. Kf2 Kd1+ 42. Kg3 Re2 43. Rb4 Ke1 44. Kxg4 Rxg2+ 45. Kf5 Rxh2 46. e6 Rh5+ 47. Kf6 fxe6 48. Kxe6 Rh6+ 49. Kf7 Rh5 50. Kg6 Ra5 51. Kf6 Kf2 52. e5 Ra6+ 53. e6 Ke3 54. Kf7 Kd3 55. e7 Kc3 56. Rh4 Ra7 57. Rh8 Rxe7+ 58. Kxe7 Kd3 59. Rh4 Ke3 60. Ke6 Kd3 61. Ke5 Ke3 62. Ra4 Kd3 63. Kf4 Kc3 64. Ke4 Kb3 65. Rd4 Kc3 66. Rd8 Kb3 67. Kd4 Kb4 68. Rc8 Kb3 69. Rc4 Kb2 70. Kd3 Kb3 71. Rd4 Kb2 72. Kc4 Kc2 73. Rd3 Kb2 74. Rh3 Kc2 75. Kd4 Kd2 76. Ke4 Kc2 77. Kd4 Kd2 78. Ra3 Ke2 79. Ke4 Kd2 80. Rd3+ Kc2 81. Ke3 Kb2 82. Kd2 Kb1 83. Kc3 Ka2 84. Kb4 Kb2 85. Rh3 1-0
 Classical ,prodigal_elpizo,jendress,1-0,1804,1551,5.0,-4.0,A09,300+10,Normal,1. Nf3 d5 2. c4 dxc4 3. e4 b5 4. a4 Bb7 5. axb5 Bxe4 6. Bxc4 e6 7. Nc3 Bd5 8. Nxd5 exd5 9. Be2 a6 10. bxa6 Nc6 11. Qa4 Qd7 12. Bb5 Qe6+ 13. Kf1 Ne7 14. Nd4 Qd6 15. Nxc6 Nxc6 16. Bxc6+ Ke7 17. Bxa8 g6 18. d4 Bg7 19. Bg5+ f6 20. Be3 Rxa8 21. a7 Qb6 22. Qa3+ Kd7 23. g3 c6 24. Kg2 Kc7 25. Qe7+ Kc8 26. Qxg7 Qxb2 27. Qf8+ Kb7 28. Qe7+ Kb6 29. Rhb1 Rxa7 30. Rxb2# 1-0
 Classical ,saganjal,Messi_92,1-0,1823,1433,4.0,-3.0,D00,900+10,Normal,1. d4 d5 2. b3 Nc6 3. Bb2 Nf6 4. e3 e6 5. Nf3 Bb4+ 6. c3 Bd6 7. Nbd2 Bd7 8. c4 Bb4 9. a3 Bxd2+ 10. Qxd2 dxc4 11. Bxc4 Qe7 12. e4 b6 13. Qd3 Na5 14. O-O Nxc4 15. bxc4 O-O-O 16. Rfe1 Ng4 17. d5 e5 18. h3 Nxf2 19. Kxf2 f6 20. Qb3 g5 21. a4 h5 22. a5 g4 23. Nh4 Rhg8 24. Nf5 Bxf5 25. axb6 g3+ 26. Ke3 Qc5+ 27. Kd2 Qf2+ 28. Re2 Qf4+ 29. Ke1 Rg7 30. Rxa7 Bxe4 31. Qb5 Bd3 32. Ra8+ Kb7 33. Qc6# 1-0
 Classical ,Deathclaw,Robing71,0-1,1804,1638,-15.0,16.0,C66,600+0,Normal,1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. O-O Nf6 5. d4 Nxe4 6. d5 a6 7. dxc6 axb5 8. Qd5 Nc5 9. Nxe5 dxe5 10. Qxe5+ Qe7 11. Qc3 Ne6 12. Re1 Qc5 13. Qxc5 Bxc5 14. cxb7 Bxb7 15. Nc3 Bc6 16. Be3 Bxe3 17. Rxe3 O-O 18. Rae1 Nd4 19. Re7 Nxc2 20. R1e2 Nd4 21. Rd2 Nf5 22. Rxc7 Rac8 23. Nd5 Bxd5 24. g4 Rxc7 25. Rxd5 0-1
 Classical ,callejo22,VENEZUELALIBRE,1-0,1897,1580,3.0,-3.0,A04,1200+0,Normal,1. Nf3 d6 2. d4 Nc6 3. c4 e5 4. d5 Nb8 5. e4 Qf6 6. Bg5 Qg6 7. Nc3 h6 8. Be3 Be7 9. g3 Qf6 10. Be2 g5 11. h4 g4 12. Nd4 exd4 13. Bxd4 Qg6 14. Bxh8 Bf6 15. Bxf6 Nxf6 16. Bd3 c6 17. e5 1-0
 Classical ,Impetus13,ChessKing23,1-0,1990,1613,3.0,-3.0,A40,600+0,Normal,1. d4 b6 2. Nf3 Bb7 3. Nc3 c6 4. e4 d6 5. Bc4 h6 6. O-O e6 7. Re1 Nd7 8. d5 e5 9. dxc6 Bxc6 10. Be3 a6 11. Nd5 g5 12. h3 Ngf6 13. Bb3 Nxe4 14. Bxb6 Nxb6 15. Rxe4 Rg8 16. Nh2 h5 17. Rb4 Bb5 18. Qf3 Nxd5 19. Bxd5 Rc8 20. Qxf7# 1-0
